ip.dsfield,ip.dsfield.dscp,ip.len,ip.id,ip.flags,ip.flags.df,ip.ttl,tcp.srcport,tcp.dstport,tcp.port,tcp.stream,tcp.completeness,tcp.len,tcp.seq,tcp.seq_raw,tcp.nxtseq,tcp.ack,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,tcp.window_size_value,tcp.window_size,tcp.checksum,tcp.time_relative,tcp.time_delta,device_category
-0.094395822,-0.094395822,-0.04709235,1.279383885,-2.284019916,-2.284019916,-0.340573361,0.879326263,-1.068560488,0.879326263,-0.346386331,0.126839832,-0.028095658,1.236937314,1.236937314,1.236937305,1.069012045,1.069012045,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,0.905252801,-0.041590516,-0.127386338,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,0.918319906,-1.115655547,-0.346386331,-1.284888086,-0.406993565,1.102904884,1.102904884,1.102904787,1.192197271,1.192197271,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,1.490777577,-0.041590595,-0.127557368,Aria
-0.094395822,-0.094395822,-0.361106094,1.279242652,-2.284019916,-2.284019916,-0.340573361,0.329339191,-1.068560488,0.329339191,-0.371727114,-1.637820065,-0.406993565,1.237047419,1.237047419,1.237047321,-1.433964658,-1.433964658,2.066058887,-2.871715999,-3.726395409,-0.728102679,-0.107851053,2.863753989,-0.332378932,0.123821372,-0.493997201,0.80297329,-0.041590618,-0.127557368,Aria
-0.094395822,-0.094395822,-0.348157074,1.278112787,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.330548342,0.126839832,-0.329270917,1.23678728,1.23678728,1.2367872,-0.956019174,-0.956019174,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,-0.52120116,-0.041585894,-0.127557368,Aria
-0.094395822,-0.094395822,-0.361106094,1.27886603,-2.284019916,-2.284019916,-0.340573361,1.608811605,-1.068560488,1.608811605,-0.365391919,-1.520176072,-0.406993565,1.238141119,1.238141119,1.238141021,-1.433964658,-1.433964658,2.066058887,-2.871715999,-3.726395409,-0.728102679,-0.107851053,2.863753989,-0.332378932,0.123821372,-0.493997201,-0.374070665,-0.041590618,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,0.110539276,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.368559517,2.009143722,-0.406993565,-1.520254248,-1.520254248,-1.520254342,1.193160153,1.193160153,-0.85857503,-0.189568243,0.268311122,-0.728102679,-0.107851053,-0.349133807,3.008112844,-0.704449677,0.637175332,0.3136801,-0.041583381,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,1.279289729,-2.284019916,-2.284019916,-0.340573361,0.629190543,-1.068560488,0.629190543,-0.359056723,0.126839832,-0.406993565,1.238193056,1.238193056,1.238192958,-0.836076245,-0.836076245,-0.85857503,1.24091056,0.268311122,1.373203755,-0.107851053,-0.349133807,3.008112844,0.147447998,-0.480697524,1.65471381,-0.041585848,-0.125813218,Aria
-0.094395822,-0.094395822,-0.425851196,0.352706856,0.437751583,0.437751583,-0.516014282,-1.115655547,0.370566274,-1.115655547,-0.371727114,0.126839832,-0.406993565,-0.635231814,-0.635231814,-0.635231909,1.192298507,1.192298507,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.540659578,-0.041590492,-0.127518807,Aria
-0.094395822,-0.094395822,-0.157159023,1.279054341,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.279866776,0.126839832,-0.138202742,1.238012482,1.238012482,1.238012447,-1.290008159,-1.290008159,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,-1.323701936,-0.041587717,-0.125529831,Aria
-0.094395822,-0.094395822,-0.425851196,1.283667953,0.437751583,0.437751583,-0.516014282,-1.115655547,0.687395527,-1.115655547,-0.295704765,0.126839832,-0.406993565,-0.23479727,-0.23479727,-0.234797366,1.19217895,1.19217895,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-1.598267027,-0.041590513,-0.127506878,Aria
-0.094395822,-0.094395822,-0.425851196,1.27947804,-2.284019916,-2.284019916,-0.340573361,0.359143312,-1.068560488,0.359143312,-0.264028786,2.009143722,-0.406993565,1.236986284,1.236986284,1.236986186,-0.703002006,-0.703002006,-0.85857503,1.24091056,0.268311122,1.373203755,-0.107851053,-0.349133807,3.008112844,0.147447998,-0.480697524,-1.381344548,-0.041585837,-0.127557368,Aria
-0.094395822,-0.094395822,-0.04709235,1.279430962,-2.284019916,-2.284019916,-0.340573361,1.121968857,-1.068560488,1.121968857,-0.314710353,0.126839832,-0.028095658,1.236891483,1.236891483,1.236891474,1.542214326,1.542214326,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,-0.190170927,-0.041590474,-0.127421154,Aria
-0.094395822,-0.094395822,-0.425851196,1.514725201,0.437751583,0.437751583,-0.516014282,-1.115655547,1.352749537,-1.115655547,-0.302039961,0.126839832,-0.406993565,-1.559163985,-1.559163985,-1.559164079,1.193301107,1.193301107,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-1.449959061,-0.041590507,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,1.27947804,-2.284019916,-2.284019916,-0.340573361,0.879326263,-1.068560488,0.879326263,-0.346386331,2.009143722,-0.406993565,1.23693744,1.23693744,1.236937343,1.069012556,1.069012556,-0.85857503,1.24091056,0.268311122,1.373203755,-0.107851053,-0.349133807,3.008112844,0.147447998,-0.480697524,-0.385898908,-0.041585791,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,0.962974806,0.437751583,0.437751583,-0.516014282,-1.115655547,1.644842881,-1.115655547,-0.365391919,0.126839832,-0.406993565,-1.022021642,-1.022021642,-1.022021737,1.193303776,1.193303776,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-0.067446219,-0.041590465,-0.127557368,Aria
-0.094395822,-0.094395822,-0.348157074,1.279336807,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.27353158,0.126839832,-0.329270917,1.23681862,1.23681862,1.23681854,-1.094972272,-1.094972272,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,-1.636909522,-0.041585921,-0.127427951,Aria
-0.094395822,-0.094395822,-0.425851196,1.766355394,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.27353158,0.126839832,-0.406993565,-1.251631392,-1.251631392,-1.251631486,1.192088145,1.192088145,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-1.54265823,-0.04159041,-0.127438909,Aria
-0.094395822,-0.094395822,-0.425851196,1.155616667,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.374894712,0.126839832,-0.406993565,0.305668228,0.305668228,0.305668131,1.192123073,1.192123073,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-0.537632248,-0.041590433,-0.127383286,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,1.458946241,-1.115655547,-0.270363982,-1.520176072,-0.406993565,-1.316560882,-1.316560882,-1.316560975,1.192199148,1.192199148,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,-0.149815746,-0.041590595,-0.127356238,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,0.669199961,-1.115655547,-0.359056723,-1.284888086,-0.406993565,-0.969938146,-0.969938146,-0.96993824,1.19335127,1.19335127,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,0.023861392,-0.041590595,-0.127557368,Aria
-0.094395822,-0.094395822,1.581246965,1.494293488,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.355889125,0.126839832,1.600841498,-1.351551198,-1.351551198,-1.351550817,1.19258167,1.19258167,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,0.404452497,-0.041583307,-0.107269097,Aria
-0.094395822,-0.094395822,-0.425851196,1.04441919,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.349553929,0.126839832,-0.406993565,0.41068855,0.41068855,0.410688453,1.192082257,1.192082257,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.31458493,-0.041585693,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,0.14514137,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.362224321,0.126839832,-0.406993565,0.748610769,0.748610769,0.748610672,1.193159458,1.193159458,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-0.220571117,-0.041585468,-0.127507294,Aria
-0.094395822,-0.094395822,-0.425851196,1.70557811,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.381229908,0.126839832,-0.406993565,0.13513207,0.13513207,0.135131973,1.192069039,1.192069039,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.471723937,-0.041585389,-0.127557368,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,1.345915718,-1.115655547,-0.37806231,-1.284888086,-0.406993565,-0.682036262,-0.682036262,-0.682036356,1.192221394,1.192221394,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,-0.880490723,-0.041590594,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,1.279666351,-2.284019916,-2.284019916,-0.340573361,0.799385548,-1.068560488,0.799385548,-0.308375157,2.009143722,-0.406993565,1.23694166,1.23694166,1.236941561,0.138470026,0.138470026,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,0.147352344,-0.480751369,-1.457612629,-0.041585428,-0.127557368,Aria
-0.094395822,-0.094395822,-0.115074707,1.277971554,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.381229908,-0.814312113,-0.096102974,1.236797612,1.236797612,1.236797587,0.179560211,0.179560211,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,-1.563799207,-0.04159045,-0.126717335,Aria
-0.094395822,-0.094395822,-0.425851196,1.234236391,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.324213146,0.126839832,-0.406993565,-0.784350458,-0.784350458,-0.784350553,1.193571415,1.193571415,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-1.635357399,-0.041585868,-0.127440574,Aria
-0.094395822,-0.094395822,-0.425851196,1.279242652,-2.284019916,-2.284019916,-0.340573361,0.637988653,-1.068560488,0.637988653,-0.289369569,-1.284888086,-0.406993565,1.238180124,1.238180124,1.238180026,1.501954531,1.501954531,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,0.029106495,-0.041590535,-0.127015286,Aria
-0.094395822,-0.094395822,-0.157159023,1.375751893,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.355889125,0.126839832,-0.138202742,1.237355457,1.237355457,1.237355422,-1.18680604,-1.18680604,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,0.002292244,-0.041585644,-0.125939306,Aria
-0.094395822,-0.094395822,-0.425851196,-0.790574573,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.336883538,2.009143722,-0.406993565,-0.271290011,-0.271290011,-0.271290106,1.192055812,1.192055812,-0.85857503,-0.189568243,0.268311122,-0.728102679,-0.107851053,-0.349133807,3.008112844,-0.704449677,0.637175332,0.885985075,-0.041581207,-0.127557368,Aria
-0.094395822,-0.094395822,1.532688138,1.705531033,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.381229908,0.126839832,1.552264843,0.135131606,0.135131606,0.135131973,1.19206898,1.19206898,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.047566364,-0.0415856,-0.127557368,Aria
-0.094395822,-0.094395822,-0.409664921,1.044560423,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.349553929,0.126839832,-0.390801346,0.410689025,0.410689025,0.410688932,1.192082274,1.192082274,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,0.346328191,-0.041583604,-0.127553068,Aria
-0.094395822,-0.094395822,-0.425851196,0.391922562,0.437751583,0.437751583,-0.516014282,-1.115655547,0.497767538,-1.115655547,-0.276699178,0.126839832,-0.406993565,0.572811447,0.572811447,0.57281135,1.193262863,1.193262863,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,0.876511777,-0.041590499,-0.127557368,Aria
-0.094395822,-0.094395822,-0.348157074,1.279007263,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.374894712,0.126839832,-0.329270917,1.23685656,1.23685656,1.23685648,0.336295383,0.336295383,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,-0.627441258,-0.04159038,-0.127557368,Aria
-0.094395822,-0.094395822,-0.348157074,1.278018632,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.381229908,0.126839832,-0.329270917,1.236797686,1.236797686,1.236797605,0.179560211,0.179560211,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,1.420022206,-0.041590436,-0.127557368,Aria
-0.094395822,-0.094395822,-0.157159023,1.375751893,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.355889125,0.126839832,-0.138202742,1.237355457,1.237355457,1.237355422,-1.18680604,-1.18680604,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,0.002292244,-0.041585644,-0.125939306,Aria
-0.094395822,-0.094395822,-0.425851196,1.412849104,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.305207559,0.126839832,-0.406993565,1.291196135,1.291196135,1.291196037,1.193177016,1.193177016,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-0.787149296,-0.041585871,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,1.248500927,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.343218733,0.126839832,-0.406993565,1.439636322,1.439636322,1.439636224,1.192060453,1.192060453,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.273319884,-0.041590422,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,0.114682112,0.437751583,0.437751583,-0.516014282,-1.115655547,1.458946241,-1.115655547,-0.270363982,2.009143722,-0.406993565,-1.316560325,-1.316560325,-1.316560419,1.192199285,1.192199285,-0.85857503,-0.189568243,0.268311122,-0.728102679,-0.107851053,-0.349133807,3.008112844,-0.704449677,0.637175332,-1.549455455,-0.04158589,-0.127557368,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,1.352749537,-1.115655547,-0.302039961,-1.520176072,-0.406993565,-1.559163986,-1.559163986,-1.559164079,1.193301087,1.193301087,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,-0.098060494,-0.041590596,-0.12736456,Aria
-0.094395822,-0.094395822,-0.425851196,1.279007263,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.362224321,2.009143722,-0.406993565,1.237984224,1.237984224,1.237984125,0.74339123,0.74339123,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,0.099046895,-0.507943016,-0.704993854,-0.041582123,-0.127557368,Aria
-0.094395822,-0.094395822,-0.157159023,1.278913108,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.324213146,0.126839832,-0.138202742,1.238432355,1.238432355,1.23843232,-0.665508594,-0.665508594,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,1.387962852,-0.0415859,-0.12593348,Aria
-0.094395822,-0.094395822,-0.399953156,-1.072099092,0.437751583,0.437751583,-0.516014282,-1.115655547,0.677962342,-1.115655547,-0.289369569,-1.520176072,-0.406993565,1.573970492,1.573970492,1.573970394,1.193339522,1.193339522,0.311278537,-0.010758393,0.268311122,-0.728102679,-0.107851053,2.863753989,-0.332378932,2.085883477,0.610468288,-1.612610779,-0.041590596,-0.127365254,Aria
-0.094395822,-0.094395822,-0.115074707,1.278960185,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.267196384,0.126839832,-0.096102974,1.236787044,1.236787044,1.236787019,-1.130058988,-1.130058988,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,0.886199161,-0.041590446,-0.127557368,Aria
-0.094395822,-0.094395822,-0.425851196,1.575596639,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.31787795,2.009143722,-0.406993565,0.667101835,0.667101835,0.667101738,1.192053093,1.192053093,-0.85857503,-0.189568243,0.268311122,-0.728102679,-0.107851053,-0.349133807,3.008112844,-0.704449677,0.637175332,0.981199753,-0.041583161,-0.127557368,Aria
-0.094395822,-0.094395822,-0.157159023,1.279289729,-2.284019916,-2.284019916,-0.340573361,1.532912126,-1.068560488,1.532912126,-0.27353158,0.126839832,-0.138202742,1.236818557,1.236818557,1.236818522,-1.094972272,-1.094972272,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.15892652,-0.474236142,1.671733634,-0.041585935,-0.125916002,Aria
-0.094395822,-0.094395822,-0.361106094,1.279148496,-2.284019916,-2.284019916,-0.340573361,1.535690476,-1.068560488,1.535690476,-0.340051136,0.126839832,-0.342224692,1.236922903,1.236922903,1.23692282,0.909608902,0.909608902,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,0.216797404,-0.44166001,-0.273771448,-0.041590264,-0.125532051,Aria
-0.094395822,-0.094395822,-0.409664921,0.145282603,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.362224321,0.126839832,-0.390801346,0.748611245,0.748611245,0.748611151,1.193159475,1.193159475,-0.85857503,1.06210071,0.268311122,1.373203755,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,-1.188827856,-0.0415824,-0.127555426,Aria
-0.094395822,-0.094395822,-0.425851196,0.565356731,0.437751583,0.437751583,-0.516014282,-1.115655547,1.569251623,-1.115655547,-0.292537167,0.126839832,-0.406993565,-0.52209306,-0.52209306,-0.522093156,1.193160042,1.193160042,-0.85857503,-0.368378093,0.268311122,-0.728102679,-0.107851053,-0.349133807,-0.332378932,-0.704449677,0.637175332,1.379292375,-0.041586001,-0.127435303,Aria
